,capital-gain,hours-per-week
579,0,45
580,0,30
581,0,40
582,0,40
583,0,40
584,0,40
585,0,24
586,0,60
587,0,40
588,0,47
589,0,80
590,0,40
591,0,40
592,0,48
593,7688,40
594,0,40
595,0,40
596,0,25
597,0,50
598,2174,40
599,0,45
600,0,40
601,0,28
602,0,40
603,0,40
604,0,40
605,0,37
606,0,40
607,0,40
608,0,40
609,0,21
610,6849,60
611,0,40
612,0,50
613,1055,40
614,0,20
615,0,60
616,0,45
617,0,32
618,0,55
619,15024,45
620,0,20
621,0,20
622,0,24
623,0,55
624,0,40
625,0,60
626,0,45
627,0,64
628,0,40
629,0,26
630,0,40
631,0,40
632,15024,60
633,0,40
634,0,60
635,0,14
636,0,40
637,15024,60
638,0,50
639,0,60
640,0,55
641,0,40
642,0,40
643,5178,50
644,0,45
645,0,40
646,0,40
647,0,15
648,0,50
649,0,40
650,0,20
651,4101,50
652,0,40
653,0,45
654,0,32
655,0,40
656,1111,15
657,0,45
658,0,35
659,0,40
660,0,40
661,0,60
662,0,40
663,0,38
664,0,25
665,8614,40
666,3411,40
667,0,40
668,0,40
669,0,40
670,0,40
671,0,20
672,0,10
673,0,40
674,0,50
675,2597,40
676,0,16
677,0,40
678,0,45
679,0,50
680,0,48
681,0,40
682,0,40
683,0,40
684,0,5
685,0,40
686,0,4
687,0,55
688,0,35
689,0,30
690,0,40
691,0,45
692,0,50
693,0,20
694,0,20
695,0,45
696,0,60
697,0,40
698,0,40
699,0,20
700,0,50
701,0,40
702,0,30
703,0,40
704,25236,65
705,0,50
706,0,40
707,0,40
708,0,35
709,0,25
710,0,40
711,0,40
712,0,40
713,4386,40
714,0,35
715,0,40
716,0,40
717,0,40
718,0,15
719,0,45
720,0,40
721,0,60
722,4650,40
723,0,42
724,7298,45
725,0,40
726,0,40
727,0,20
728,0,40
729,9386,59
730,0,24
731,0,40
732,0,45
733,0,15
734,0,40
735,2407,40
736,0,36
737,0,50
738,594,20
739,0,40
740,0,25
741,0,72
742,14084,50
743,0,40
744,0,20
745,0,40
746,7688,40
747,0,40
748,0,40
749,0,37
750,7688,40
751,0,20
752,0,40
753,0,50
754,0,40
755,0,38
756,0,40
757,0,45
758,0,40
759,0,40
760,0,18
761,0,38
762,0,40
763,0,70
764,0,55
765,0,42
766,0,40
767,0,30
768,0,50
769,0,40
770,0,38
771,0,32
772,0,55
773,0,24
774,0,38
775,0,56
776,0,40
777,0,40
778,0,50
779,0,40
780,0,40
781,0,42
782,0,50
783,0,60
784,0,55
785,0,38
786,0,50
787,0,30
788,0,16
789,1055,40
790,0,50
791,0,40
792,0,33
793,2463,40
794,0,60
795,0,20
796,0,40
797,0,40
798,0,35
799,0,40
800,0,40
801,0,30
802,0,20
803,0,38
804,0,20
805,5178,48
806,0,40
807,3103,47
808,0,40
809,0,30
810,0,36
811,0,40
812,0,45
813,0,40
814,0,20
815,0,75
816,0,60
817,0,50
818,0,45
819,0,50
820,0,40
821,0,46
822,0,40
823,0,40
824,0,60
825,0,42
826,0,40
827,0,24
828,0,25
829,0,40
830,0,15
831,4386,40
832,0,40
833,0,40
834,0,24
835,0,40
836,0,40
837,0,50
838,0,50
839,0,6
840,0,20
841,0,50
842,0,40
843,0,48
844,4386,40
845,0,40
846,0,50
847,0,45
848,0,40
849,0,18
850,0,40
851,0,55
852,0,50
853,0,40
854,0,50
855,0,40
856,0,40
857,0,40
858,0,40
859,0,56
860,0,20
861,0,40
862,0,50
863,0,70
864,0,40
865,0,15
866,0,40
867,0,28
868,0,50
869,0,40
870,0,40
871,0,50
872,10605,40
873,0,40
874,0,25
875,0,60
876,0,7
877,0,40
878,0,40
879,0,30
880,0,40
881,0,40
882,0,70
883,0,50
884,0,60
885,0,15
886,0,28
887,0,60
888,0,40
889,2174,45
890,0,30
891,0,40
892,0,40
893,7688,50
894,0,65
895,0,40
896,0,55
897,0,50
898,0,45
899,0,40
900,0,55
901,0,20
902,0,40
903,0,40
904,0,45
905,0,38
906,0,52
907,0,15
908,0,10
909,0,40
910,0,30
911,0,44
912,0,60
913,0,40
914,0,40
915,15024,45
916,0,50
917,0,40
918,0,30
919,0,20
920,0,25
921,0,40
922,0,38
923,0,40
924,0,5
925,0,40
926,0,40
927,0,60
928,0,42
929,0,40
930,0,55
931,0,10
932,0,40
933,0,40
934,3103,44
935,0,99
936,0,25
937,0,40
938,0,30
939,0,40
940,0,40
941,0,40
942,0,40
943,0,45
944,0,40
945,0,35
946,0,40
947,0,45
948,0,35
949,0,40
950,0,40
951,0,43
952,0,40
953,0,20
954,0,40
955,0,30
956,0,70
957,0,40
958,0,40
959,0,40
960,0,45
961,0,38
962,0,70
963,0,40
964,0,40
965,0,20
966,0,60
967,0,20
968,0,40
969,0,20
970,0,35
971,0,35
972,0,40
973,0,40
974,0,70
975,0,40
976,4101,40
977,0,35
978,2964,40
979,0,40
980,0,44
981,0,40
982,0,40
983,0,42
984,0,40
985,0,20
986,0,35
987,0,40
988,0,40
989,3325,40
990,0,40
991,0,40
992,0,30
993,0,50
994,0,45
995,0,55
996,0,45
997,0,58
998,2580,40
999,15024,50
1000,0,40
1001,0,65
1002,0,40
1003,0,60
1004,0,16
1005,0,40
1006,0,40
1007,0,40
1008,15024,52
1009,0,50
1010,0,40
1011,0,40
1012,3103,40
1013,0,44
1014,0,25
1015,0,40
1016,0,40
1017,0,32
1018,0,40
1019,0,30
1020,0,50
1021,0,35
1022,0,30
1023,0,40
1024,0,40
1025,0,50
1026,0,45
1027,0,55
1028,0,40
1029,0,50
1030,0,40
1031,0,20
1032,0,40
1033,0,40
1034,0,2
1035,0,40
1036,1409,1
1037,0,75
1038,0,30
1039,0,8
1040,0,40
1041,0,40
1042,0,40
1043,7688,60
1044,0,37
1045,0,55
1046,0,20
1047,0,40
1048,0,50
1049,0,50
1050,0,40
1051,0,40
1052,7298,40
1053,0,55
1054,0,40
1055,0,40
1056,0,75
1057,0,40
1058,0,40
1059,0,47
1060,0,35
1061,3471,40
1062,0,32
1063,0,40
1064,0,80
1065,0,40
1066,0,80
1067,0,40
1068,0,50
1069,0,60
1070,0,20
1071,0,40
1072,0,50
1073,0,46
1074,0,15
1075,0,20
1076,0,40
1077,0,50
1078,0,40
1079,0,40
1080,0,40
1081,0,35
1082,0,60
1083,0,40
1084,0,40
1085,0,40
1086,0,40
1087,0,35
1088,7298,52
1089,0,28
1090,0,40
1091,0,50
1092,0,60
1093,0,40
1094,0,40
1095,0,20
1096,0,40
1097,0,40
1098,0,25
1099,0,40
1100,0,8
1101,0,60
1102,0,40
1103,0,50
1104,0,25
1105,0,33
1106,0,47
1107,0,25
1108,3103,40
1109,0,55
1110,0,45
1111,0,45
1112,0,38
1113,0,40
1114,0,40
1115,0,70
1116,0,40
1117,0,50
1118,0,40
1119,0,40
1120,0,40
1121,4865,40
1122,0,38
1123,0,40
1124,0,35
1125,0,40
1126,0,50
1127,0,40
1128,0,45
1129,0,45
1130,0,40
1131,0,40
1132,0,40
1133,0,38
1134,0,40
1135,0,50
1136,0,45
1137,0,60
1138,0,53
1139,0,35
1140,0,20
1141,0,45
1142,0,40
1143,0,37
1144,0,60
1145,15024,44
1146,0,60
1147,0,50
1148,0,35
1149,7298,40
1150,0,30
1151,0,39
1152,0,40
1153,0,54
1154,0,40
1155,0,54
1156,0,45
1157,0,50
1158,0,40
1159,0,28
1160,3411,40
1161,0,40
1162,0,60
1163,0,40
1164,0,40
1165,0,40
1166,10605,20
1167,0,8
1168,0,40
1169,0,40
1170,0,43
1171,0,40
1172,0,99
1173,0,30
1174,0,40
1175,0,40
1176,0,30
1177,0,48
1178,0,40
1179,0,45
1180,0,40
1181,0,45
1182,0,40
1183,0,40
1184,0,40
1185,0,40
1186,0,40
1187,0,30
1188,0,65
1189,0,35
1190,0,40
1191,0,40
1192,0,60
1193,0,40
1194,0,25
1195,0,40
1196,0,60
1197,0,55
1198,0,40
1199,4386,40
1200,0,80
1201,0,50
1202,0,35
1203,0,40
1204,0,40
1205,0,40
1206,0,40
1207,0,42
1208,0,30
1209,0,45
1210,5178,60
1211,0,62
1212,0,20
1213,15024,45
1214,0,16
1215,0,40
1216,7688,40
1217,0,41
1218,4650,45
1219,0,40
1220,0,40
1221,0,40
1222,0,40
1223,0,40
1224,0,72
1225,0,40
1226,0,60
1227,0,60
1228,0,40
1229,0,35
1230,0,40
1231,0,40
1232,0,40
1233,0,45
1234,0,42
1235,0,30
1236,0,24
1237,0,40
1238,0,30
1239,0,40
1240,0,45
1241,0,25
1242,0,40
1243,0,59
1244,0,12
1245,0,20
1246,99999,60
1247,0,40
1248,0,40
1249,0,40
1250,15024,50
1251,0,60
1252,0,40
1253,0,43
1254,0,40
1255,0,40
1256,0,50
1257,0,50
1258,0,40
1259,0,40
1260,0,40
1261,0,48
1262,0,1
1263,0,37
1264,0,35
1265,0,45
1266,0,40
1267,0,35
1268,0,37
1269,0,40
1270,0,45
1271,0,40
1272,0,80
1273,0,40
1274,0,40
1275,0,40
1276,0,40
1277,6514,7
1278,0,35
1279,0,40
1280,0,50
1281,0,40
1282,0,40
1283,0,10
1284,5178,40
1285,0,40
1286,15024,50
1287,0,40
1288,0,45
1289,0,40
1290,0,40
1291,0,30
1292,0,65
1293,0,35
1294,0,40
1295,0,50
1296,0,57
1297,0,40
1298,0,40
1299,0,40
1300,0,60
1301,0,40
1302,0,40
1303,0,50
1304,0,48
1305,0,43
1306,0,40
1307,0,40
1308,0,45
1309,0,40
1310,0,40
1311,0,40
1312,0,25
1313,0,40
1314,0,50
1315,0,40
1316,7298,40
1317,0,55
1318,0,40
1319,0,45
1320,1471,35
1321,0,30
1322,0,50
1323,0,24
1324,0,40
1325,0,20
1326,0,40
1327,0,40
1328,0,20
1329,0,40
1330,0,40
1331,0,40
1332,0,35
1333,0,60
1334,0,40
1335,3674,16
1336,0,40
1337,0,40
1338,2329,16
1339,0,40
1340,0,40
1341,0,40
1342,0,40
1343,0,40
1344,0,40
1345,0,40
1346,0,50
1347,0,30
1348,0,60
1349,3411,50
1350,0,50
1351,7688,50
1352,0,40
1353,0,40
1354,0,40
1355,0,60
1356,0,55
1357,0,37
1358,0,50
1359,0,40
1360,0,41
1361,0,40
1362,0,24
1363,0,40
1364,0,40
1365,0,40
1366,0,40
1367,0,40
1368,99999,40
1369,0,40
1370,0,40
1371,0,6
1372,0,30
1373,0,52
1374,0,35
1375,0,40
1376,0,55
1377,0,40
1378,20051,40
1379,0,40
1380,0,40
1381,0,50
1382,0,45
1383,0,50
1384,0,60
1385,0,45
1386,0,44
1387,0,70
1388,0,40
1389,0,5
1390,0,40
1391,0,40
1392,0,30
1393,0,40
1394,0,40
1395,0,40
1396,5013,40
1397,0,50
1398,2105,45
1399,0,60
1400,0,40
1401,0,25
1402,0,40
1403,0,50
1404,0,32
1405,0,45
1406,0,40
1407,0,50
1408,0,50
1409,0,40
1410,0,40
1411,0,78
1412,0,40
1413,0,45
1414,0,60
1415,0,20
1416,0,52
1417,0,90
1418,0,40
1419,0,40
1420,0,50
1421,0,40
1422,0,45
1423,0,40
1424,0,40
1425,0,43
1426,4386,35
1427,3411,34
1428,0,40
1429,0,40
1430,0,40
1431,0,40
1432,0,50
1433,594,15
1434,0,40
1435,0,40
1436,0,43
1437,0,40
1438,0,35
1439,0,40
1440,0,60
1441,0,16
1442,0,50
1443,0,40
1444,0,60
1445,0,45
1446,5013,40
1447,0,66
1448,0,45
1449,0,50
1450,0,50
1451,0,40
1452,1055,30
1453,0,50
1454,0,60
1455,0,38
1456,3325,45
1457,0,40
1458,0,2
1459,0,60
1460,7688,40
1461,0,40
1462,0,40
1463,0,40
1464,0,40
1465,0,40
1466,0,45
1467,0,75
1468,0,60
1469,7298,36
1470,0,5
1471,0,40
1472,0,40
1473,0,11
1474,0,36
1475,0,38
1476,0,48
1477,0,40
1478,0,24
1479,0,35
1480,0,40
1481,0,40
1482,99999,40
1483,0,25
1484,0,40
1485,2105,40
1486,0,42
1487,0,25
1488,0,40
1489,0,60
1490,0,48
1491,0,41
1492,0,40
1493,15024,35
1494,0,40
1495,0,50
1496,0,43
1497,0,65
1498,0,55
1499,0,40
1500,0,80
1501,3325,45
1502,0,45
1503,15024,55
1504,0,40
1505,0,42
1506,0,40
1507,0,50
1508,0,14
1509,0,40
1510,0,40
1511,15024,65
1512,0,35
1513,0,50
1514,0,40
1515,0,40
1516,0,58
1517,2885,30
1518,0,40
1519,0,9
1520,0,40
1521,0,40
1522,0,40
1523,0,40
1524,0,55
1525,0,15
1526,0,40
1527,0,40
1528,99999,50
1529,0,12
1530,0,40
1531,0,40
1532,0,40
1533,0,42
1534,0,40
1535,0,40
1536,0,40
1537,0,40
1538,0,40
1539,0,40
1540,0,30
1541,0,70
1542,0,40
1543,0,40
1544,0,40
1545,0,40
1546,0,30
1547,0,40
1548,0,50
1549,0,40
1550,0,40
1551,0,24
1552,0,40
1553,0,40
1554,7688,40
1555,0,40
1556,0,30
1557,0,50
1558,0,65
1559,0,8
1560,0,6
1561,0,40
1562,25124,16
1563,0,40
1564,0,40
1565,0,35
1566,0,40
1567,0,40
1568,0,40
1569,0,16
1570,0,40
1571,0,40
1572,0,30
1573,0,40
1574,2176,40
1575,0,40
1576,0,52
1577,0,50
1578,0,50
1579,0,8
1580,0,50
1581,0,40
1582,0,50
1583,10520,40
1584,0,50
1585,0,45
1586,0,45
1587,0,40
1588,0,20
1589,0,40
1590,0,16
1591,0,40
1592,1055,50
1593,15024,50
1594,0,10
1595,0,60
1596,0,60
1597,0,40
1598,0,60
1599,0,50
1600,0,45
1601,0,50
1602,0,20
1603,0,40
1604,0,40
1605,0,35
1606,0,40
1607,0,40
1608,0,40
1609,0,40
1610,0,52
1611,0,30
1612,0,36
1613,0,40
1614,0,30
1615,0,40
1616,99999,60
1617,0,35
1618,0,40
1619,0,40
1620,0,70
1621,0,45
1622,0,40
1623,0,40
1624,0,35
1625,0,35
1626,0,40
1627,15024,60
1628,0,40
1629,0,21
1630,2407,70
1631,0,24
1632,0,40
1633,0,35
1634,0,40
1635,0,50
1636,0,40
1637,2202,48
1638,0,60
1639,5178,50
1640,0,38
1641,0,45
1642,15024,40
1643,6514,35
1644,0,10
1645,0,20
1646,0,40
1647,0,40
1648,0,55
1649,0,40
1650,0,20
1651,0,30
1652,0,40
1653,0,40
1654,0,40
1655,15024,50
1656,0,40
1657,0,48
1658,0,16
1659,0,18
1660,0,40
1661,0,40
1662,0,40
1663,0,40
1664,0,40
1665,0,40
1666,0,60
1667,0,45
1668,0,40
1669,0,60
1670,7688,40
1671,0,50
1672,2961,40
1673,0,20
1674,0,40
1675,0,50
1676,0,40
1677,0,40
1678,0,50
1679,0,40
1680,0,12
1681,0,60
1682,99999,60
1683,0,40
1684,0,80
1685,0,45
1686,0,45
1687,0,50
1688,0,36
1689,0,40
1690,0,40
1691,1055,20
1692,0,50
1693,15024,40
1694,0,50
1695,0,40
1696,0,43
1697,0,40
1698,0,45
1699,0,60
1700,0,35
1701,0,15
1702,0,40
1703,0,50
1704,0,35
1705,0,40
1706,0,48
1707,0,40
1708,0,45
1709,0,40
1710,0,15
1711,0,40
1712,0,39
1713,0,40
1714,0,40
1715,0,40
1716,0,40
1717,0,45
1718,0,45
1719,0,45
1720,0,40
1721,0,70
1722,0,48
1723,0,42
1724,0,30
1725,0,40
1726,0,40
1727,0,45
1728,0,50
1729,0,42
1730,6849,90
1731,0,40
1732,0,40
1733,0,38
1734,0,50
1735,15024,35
1736,0,40
1737,0,16
1738,0,45
1739,0,72
1740,0,40
1741,0,32
1742,0,30
1743,0,40
1744,0,60
1745,0,55
1746,0,40
1747,0,40
1748,0,35
1749,0,40
1750,0,40
1751,0,60
1752,0,40
1753,0,40
1754,0,45
1755,0,40
1756,0,60
1757,0,70
1758,0,40
1759,0,10
1760,0,50
1761,0,40
1762,0,40
1763,0,45
1764,27828,50
1765,99999,20
1766,0,40
1767,0,40
1768,6767,20
1769,3103,40
1770,0,40
1771,99999,50
1772,3103,50
1773,0,20
1774,0,40
1775,0,40
1776,0,40
1777,0,40
1778,0,30
1779,7688,40
1780,7298,40
1781,0,40
1782,0,40
1783,0,50
1784,2202,38
1785,8614,45
1786,0,35
1787,15024,40
1788,0,40
1789,0,40
1790,0,40
1791,0,40
1792,0,50
1793,0,40
1794,0,40
1795,3103,40
1796,0,40
1797,0,40
1798,0,40
1799,0,40
1800,0,40
1801,0,40
1802,0,38
1803,0,40
1804,2174,40
1805,0,38
1806,0,40
1807,0,49
1808,2228,10
1809,0,38
1810,0,60
1811,7298,50
1812,0,56
1813,0,35
1814,0,40
1815,0,40
1816,0,40
1817,0,40
1818,0,40
1819,0,50
1820,0,40
1821,0,40
1822,0,36
1823,0,45
1824,0,84
1825,0,40
1826,99999,40
1827,0,35
1828,0,30
1829,0,55
1830,0,10
1831,0,40
1832,0,24
1833,0,38
1834,0,40
1835,0,40
1836,0,40
1837,0,30
1838,0,40
1839,0,40
1840,0,44
1841,0,40
1842,0,40
1843,0,40
1844,0,40
1845,3325,40
1846,0,40
1847,0,40
1848,0,40
1849,5178,45
1850,0,40
1851,0,30
1852,0,36
1853,0,50
1854,0,45
1855,0,40
1856,0,60
1857,0,8
1858,0,24
1859,0,35
1860,0,40
1861,0,40
1862,5178,50
1863,0,40
1864,0,54
1865,0,15
1866,0,20
1867,0,48
1868,0,25
1869,0,45
1870,0,40
1871,0,40
1872,0,65
1873,0,37
1874,0,10
1875,0,40
1876,0,45
1877,0,60
1878,0,35
1879,0,45
1880,0,40
1881,0,40
1882,0,40
1883,0,48
1884,0,40
1885,0,45
1886,0,40
1887,0,99
1888,0,40
1889,0,15
1890,0,45
1891,0,16
1892,0,40
1893,0,55
1894,0,40
1895,0,45
1896,0,55
1897,0,40
1898,0,45
1899,0,50
1900,0,40
1901,0,50
1902,0,50
1903,0,40
1904,0,50
1905,0,40
1906,1506,45
1907,0,50
1908,0,35
1909,0,50
1910,0,45
1911,0,48
1912,0,40
1913,0,45
1914,0,40
1915,0,60
1916,0,70
1917,0,46
1918,0,35
1919,0,40
1920,0,40
1921,0,40
1922,0,18
1923,0,40
1924,0,40
1925,0,55
1926,0,48
1927,0,45
1928,0,40
1929,0,80
1930,0,48
1931,0,40
1932,0,48
1933,0,48
1934,0,40
1935,0,45
1936,0,40
1937,0,40
1938,0,40
1939,0,40
1940,0,45
1941,0,40
1942,0,40
1943,7688,40
1944,0,25
1945,0,60
1946,0,40
1947,0,40
1948,0,25
1949,0,40
1950,0,40
1951,0,6
1952,0,40
1953,0,40
1954,0,40
1955,0,35
1956,0,40
1957,0,38
1958,0,50
1959,0,40
1960,0,38
1961,0,40
1962,15024,45
1963,0,50
1964,0,20
1965,0,36
1966,0,30
1967,0,40
1968,0,40
1969,0,50
1970,0,40
1971,0,40
1972,8614,40
1973,0,55
1974,0,20
1975,13550,40
1976,0,40
1977,0,40
1978,0,50
1979,0,40
1980,0,50
1981,0,40
1982,0,40
1983,3103,40
1984,7688,50
1985,0,48
1986,0,45
1987,0,3
1988,0,50
1989,0,35
1990,0,45
1991,0,40
1992,0,70
1993,0,38
1994,0,45
1995,0,50
1996,0,60
1997,0,50
1998,0,55
1999,0,38
2000,0,35
2001,0,40
2002,1409,40
2003,0,48
2004,0,50
2005,0,30
2006,0,40
2007,2635,38
2008,0,70
2009,0,50
2010,0,40
2011,0,20
2012,0,40
2013,0,40
2014,0,45
2015,0,80
2016,4865,60
2017,0,40
2018,0,40
2019,0,40
2020,0,40
2021,0,40
2022,0,40
2023,0,40
2024,0,40
2025,0,50
2026,0,40
2027,0,40
2028,0,40
2029,0,50
2030,0,40
2031,20051,10
2032,0,40
2033,0,40
2034,0,35
2035,0,42
2036,0,40
2037,0,38
2038,0,40
2039,0,40
2040,0,40
2041,0,38
2042,0,16
2043,0,60
2044,0,70
2045,0,10
2046,0,30
2047,0,40
2048,0,42
2049,0,40
2050,0,20
2051,0,50
2052,0,20
2053,0,50
2054,0,40
2055,0,40
2056,8614,40
2057,0,40
2058,0,30
2059,0,40
2060,0,40
2061,0,32
2062,0,40
2063,0,40
2064,0,40
2065,0,40
2066,0,40
2067,0,40
2068,0,30
2069,0,44
2070,0,46
2071,0,40
2072,0,40
2073,0,40
2074,0,40
2075,0,40
2076,0,38
2077,0,40
2078,0,45
2079,0,45
2080,0,40
2081,0,40
2082,0,60
2083,0,45
2084,0,17
2085,0,60
2086,0,38
2087,0,36
2088,0,40
2089,0,44
2090,0,45
2091,0,40
2092,0,50
2093,0,47
2094,0,36
2095,0,40
2096,0,16
2097,0,46
2098,0,45
2099,0,4
2100,0,40
2101,0,40
2102,0,40
2103,99999,55
2104,0,40
2105,0,40
2106,0,40
2107,0,35
2108,0,40
2109,5556,40
2110,0,60
2111,0,40
2112,0,35
