,age,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,x0_ ?,x0_ Federal-gov,x0_ Local-gov,x0_ Never-worked,x0_ Private,x0_ Self-emp-inc,x0_ Self-emp-not-inc,x0_ State-gov,x0_ Without-pay
44,42, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,36, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,28, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47,53, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,49, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,25, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,31, Bachelors,13, Separated, Sales, Own-child, Black, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,23, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52,27, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53,40, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
54,52, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Cuba,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55,46, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,59, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,44, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,14344,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58,53, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,35, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,49, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,33, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,30, 9th,5, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,43, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,57, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,37, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65,34, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,29, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,37, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,48, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, England,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,32, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,76, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,47, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,20, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,29, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,32, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75,30, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,31, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,42, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
78,24, Bachelors,13, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
79,38, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
80,36, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
81,53, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82,56, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
83,49, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,22, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,41, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,21, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,30, Bachelors,13, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Germany,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,29, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,19, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,47, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
90,31, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91,35, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,39, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
93,38, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,35, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94,37, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
95,46, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, Black, Female,0,0,36, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
96,38, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,27, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
98,49, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
99,61, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100,27, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101,70, Some-college,10, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
102,43, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,47, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, Mexico,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104,34, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
105,33, Bachelors,13, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
106,21, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107,52, HS-grad,9, Divorced, ?, Not-in-family, White, Male,0,0,45, United-States,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,48, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109,23, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,42, Bachelors,13, Separated, Other-service, Other-relative, Black, Male,0,0,50, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
111,25, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,44, Masters,14, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
113,28, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,45, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
115,36, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, Mexico,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,39, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,42, United-States,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,46, Masters,14, Widowed, Protective-serv, Unmarried, White, Male,0,0,40, United-States,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,28, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119,27, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
120,28, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
121,21, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
122,34, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,44, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,38, United-States,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
124,43, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
125,30, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
126,37, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,34, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
128,41, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129,53, Bachelors,13, Divorced, ?, Not-in-family, White, Female,0,0,50, United-States,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,31, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
131,24, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
132,41, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,47, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
134,36, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
135,35, Masters,14, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,7298,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
136,24, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
137,19, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, Italy,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,51, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
139,37, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
140,18, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
141,36, Bachelors,13, Married-civ-spouse, Other-service, Husband, Black, Male,7298,0,36, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
142,58, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,15024,0,35, United-States,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
143,44, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
144,37, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
145,35, Some-college,10, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
146,60, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
147,50, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
148,38, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Poland,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
149,25, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
150,31, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
151,18, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
152,66, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,1409,0,50, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
153,65, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
154,35, 11th,7, Separated, Transport-moving, Not-in-family, Black, Male,3674,0,40, United-States,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
155,41, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,38, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
156,25, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
157,33, Some-college,10, Divorced, Craft-repair, Other-relative, Other, Female,0,0,40, United-States,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
158,59, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
159,40, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
160,41, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
